t,sim,$x$,$y$,$z$,V,control_input,state,status
10.870000000000001,3,0.6516332626342773,-4.179023265838623,-9.419212341308594,0.05077286437153816,"[ 3.4846604e-01  5.5527025e-01  1.8361150e-01 -5.1277343e-02
  5.1694406e-05  2.4944911e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.88,1,0.10885901749134064,-4.870893478393555,-9.917387008666992,0.053373437374830246,"[ 3.9056939e-01  4.4636810e-01  1.0910889e-01 -5.6899834e-02
 -1.3469390e-04 -2.5822192e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.88,2,0.8313391208648682,-4.179168224334717,-8.836145401000977,0.0491781048476696,"[ 3.9677781e-01  3.4147337e-01  7.9152822e-01 -3.3276267e-02
 -2.0277363e-05 -1.1020844e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.88,3,0.6501255035400391,-4.181169509887695,-9.420372009277344,0.05077796056866646,"[ 3.4757891e-01  5.5372363e-01  1.8346488e-01 -5.1262699e-02
  4.8019116e-05  3.0523518e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.89,1,0.10822126269340515,-4.8716721534729,-9.917724609375,0.05337458848953247,"[ 3.8802233e-01  4.4369003e-01  1.0886324e-01 -5.7141967e-02
 -1.3581490e-04 -2.6032439e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.89,2,0.8294932246208191,-4.180957794189453,-8.83920669555664,0.04918673634529114,"[ 3.9580953e-01  3.4091595e-01  7.8945565e-01 -3.3206556e-02
 -2.2231112e-05 -1.0809173e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.89,3,0.6486213803291321,-4.183310031890869,-9.421529769897461,0.05078304558992386,"[ 3.4668478e-01  5.5219036e-01  1.8331948e-01 -5.1260371e-02
  4.4394212e-05  2.9845780e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.9,1,0.10758758336305618,-4.872446060180664,-9.918061256408691,0.0533757284283638,"[ 3.85489583e-01  4.41019416e-01  1.08642004e-01 -5.74786216e-02
 -1.36988834e-04 -2.62381732e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.9,2,0.8276515007019043,-4.182744026184082,-8.842259407043457,0.04919535294175148,"[ 3.9484629e-01  3.4036517e-01  7.8737283e-01 -3.3160817e-02
 -2.4162477e-05 -1.0575084e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.9,3,0.6471208930015564,-4.185444355010986,-9.422685623168945,0.05078813061118126,"[ 3.4579176e-01  5.5064249e-01  1.8317758e-01 -5.1284745e-02
  4.0891871e-05  3.2766900e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.91,1,0.10695795714855194,-4.873215198516846,-9.91839599609375,0.05337684601545334,"[ 3.82982731e-01  4.38347816e-01  1.08326934e-01 -5.74431531e-02
 -1.38095755e-04 -2.63082162e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.91,2,0.825813889503479,-4.184526443481445,-8.845303535461426,0.04920394718647003,"[ 3.9388186e-01  3.3981580e-01  7.8525907e-01 -3.3142909e-02
 -2.6030310e-05 -1.0308678e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.91,3,0.645624041557312,-4.187572956085205,-9.423839569091797,0.050793200731277466,"[ 3.4490710e-01  5.4909718e-01  1.8301520e-01 -5.1219240e-02
  3.7397349e-05  3.9888447e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.92,1,0.10633235424757004,-4.8739800453186035,-9.918729782104492,0.05337795987725258,"[ 3.80488157e-01  4.35717046e-01  1.08047165e-01 -5.75474277e-02
 -1.39255950e-04 -2.64784023e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.92,2,0.8239803910255432,-4.186305522918701,-8.848340034484863,0.049212537705898285,"[ 3.9292479e-01  3.3926386e-01  7.8321147e-01 -3.3075698e-02
 -2.7802740e-05 -1.0114389e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.92,3,0.6441307663917542,-4.189695835113525,-9.424991607666016,0.05079825222492218,"[ 3.4402186e-01  5.4755718e-01  1.8285802e-01 -5.1180825e-02
  3.4050357e-05  4.4956873e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.93,1,0.10571075230836868,-4.874740123748779,-9.919062614440918,0.05337905138731003,"[ 3.7800106e-01  4.3308884e-01  1.0778266e-01 -5.7720400e-02
 -1.4036891e-04 -2.6647815e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.93,2,0.8221510052680969,-4.18808126449585,-8.851367950439453,0.04922110214829445,"[ 3.9197335e-01  3.3872649e-01  7.8113765e-01 -3.3062629e-02
 -2.9562962e-05 -9.8772123e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.93,3,0.6426411271095276,-4.191812992095947,-9.426141738891602,0.05080330744385719,"[ 3.4314272e-01  5.4601973e-01  1.8271407e-01 -5.1195744e-02
  3.0772084e-05  5.0988497e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.94,1,0.10509312152862549,-4.875495910644531,-9.919394493103027,0.053380127996206284,"[ 3.7554222e-01  4.3049595e-01  1.0754286e-01 -5.7976101e-02
 -1.4157459e-04 -2.6843831e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.94,2,0.8203257322311401,-4.189853191375732,-8.854387283325195,0.049229662865400314,"[ 3.9101952e-01  3.3817968e-01  7.7900648e-01 -3.3064842e-02
 -3.1276351e-05 -9.5689557e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.94,3,0.6411550641059875,-4.193924427032471,-9.427289962768555,0.050808344036340714,"[ 3.4226176e-01  5.4448992e-01  1.8255137e-01 -5.1136691e-02
  2.7546888e-05  5.5540312e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.950000000000001,1,0.10447943210601807,-4.876246929168701,-9.91972541809082,0.05338120460510254,"[ 3.7309706e-01  4.2790270e-01  1.0730889e-01 -5.8256496e-02
 -1.4269803e-04 -2.7004888e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.950000000000001,2,0.8185045719146729,-4.191621780395508,-8.857398986816406,0.04923819750547409,"[ 3.9007199e-01  3.3763486e-01  7.7696449e-01 -3.3016205e-02
 -3.2893804e-05 -9.3723591e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.950000000000001,3,0.639672577381134,-4.196030139923096,-9.428436279296875,0.05081339180469513,"[ 3.4138188e-01  5.4295748e-01  1.8239275e-01 -5.1101781e-02
  2.4372552e-05  6.0752686e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.96,1,0.10386966168880463,-4.876993656158447,-9.920055389404297,0.05338224768638611,"[ 3.70662332e-01  4.25329089e-01  1.07094444e-01 -5.86170182e-02
 -1.43876998e-04 -2.72053964e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.96,2,0.8166874647140503,-4.193386554718018,-8.86040210723877,0.04924673214554787,"[ 3.8912830e-01  3.3708119e-01  7.7489275e-01 -3.2963019e-02
 -3.4511409e-05 -9.1206850e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.96,3,0.638193666934967,-4.198130130767822,-9.429580688476562,0.050818413496017456,"[ 3.4051156e-01  5.4144239e-01  1.8223360e-01 -5.1052053e-02
  2.1288331e-05  6.5799028e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.97,1,0.10326378792524338,-4.877735614776611,-9.92038345336914,0.05338327959179878,"[ 3.6824760e-01  4.2275655e-01  1.0678591e-01 -5.8595579e-02
 -1.4509114e-04 -2.7288886e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.97,2,0.8148744702339172,-4.19514799118042,-8.863397598266602,0.049255240708589554,"[ 3.8818508e-01  3.3653298e-01  7.7280945e-01 -3.2935366e-02
 -3.6082365e-05 -8.8598868e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.97,3,0.6367183327674866,-4.20022439956665,-9.430723190307617,0.05082343891263008,"[ 3.3964112e-01  5.3992587e-01  1.8207742e-01 -5.1022246e-02
  1.8307954e-05  7.0814171e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.98,1,0.10266178101301193,-4.878473281860352,-9.920710563659668,0.05338429659605026,"[ 3.6585039e-01  4.2021328e-01  1.0650980e-01 -5.8702517e-02
 -1.4630590e-04 -2.7424686e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.98,2,0.8130655288696289,-4.196906089782715,-8.866384506225586,0.04926373064517975,"[ 3.8724929e-01  3.3599302e-01  7.7075469e-01 -3.2909740e-02
 -3.7584803e-05 -8.6248657e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.98,3,0.6352465152740479,-4.202313423156738,-9.431863784790039,0.050828441977500916,"[ 3.3877400e-01  5.3842384e-01  1.8193388e-01 -5.1041096e-02
  1.5366368e-05  7.2746846e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
10.99,1,0.1020636186003685,-4.879206657409668,-9.921036720275879,0.05338530242443085,"[ 3.6346954e-01  4.1769564e-01  1.0624495e-01 -5.8852751e-02
 -1.4747227e-04 -2.7592055e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
10.99,2,0.8112606406211853,-4.198660373687744,-8.869363784790039,0.049272213131189346,"[ 3.8631281e-01  3.3545393e-01  7.6871926e-01 -3.2878961e-02
 -3.9035443e-05 -8.4255729e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
10.99,3,0.6337782740592957,-4.204396724700928,-9.433002471923828,0.05083344876766205,"[ 3.3790502e-01  5.3691959e-01  1.8177272e-01 -5.0994385e-02
  1.2514343e-05  7.5555040e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.0,1,0.10146927833557129,-4.8799357414245605,-9.921361923217773,0.053386300802230835,"[ 3.61098498e-01  4.15179312e-01  1.05988815e-01 -5.90445548e-02
 -1.48689709e-04 -2.77430005e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.0,2,0.8094598054885864,-4.200411319732666,-8.872334480285645,0.04928068444132805,"[ 3.8537624e-01  3.3490482e-01  7.6664603e-01 -3.2849092e-02
 -4.0484036e-05 -8.1719859e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.0,3,0.6323135495185852,-4.206474304199219,-9.434139251708984,0.05083844065666199,"[ 3.3704168e-01  5.3542316e-01  1.8160878e-01 -5.0932698e-02
  9.7023867e-06  7.9028838e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.01,1,0.10087873041629791,-4.880660057067871,-9.921686172485352,0.053387269377708435,"[ 3.5875186e-01  4.1267514e-01  1.0575880e-01 -5.9332993e-02
 -1.4985546e-04 -2.7870817e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.01,2,0.8076629638671875,-4.2021589279174805,-8.875297546386719,0.04928913712501526,"[ 3.8444588e-01  3.3436975e-01  7.6462311e-01 -3.2823879e-02
 -4.1822357e-05 -7.9823490e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.01,3,0.6308523416519165,-4.208546161651611,-9.435274124145508,0.050843413919210434,"[ 3.3618048e-01  5.3391659e-01  1.8143122e-01 -5.0823338e-02
  6.9623447e-06  8.6725090e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.02,1,0.10029195249080658,-4.881380081176758,-9.922009468078613,0.05338823422789574,"[ 3.5641396e-01  4.1017085e-01  1.0553033e-01 -5.9633367e-02
 -1.5106401e-04 -2.7977575e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.02,2,0.8058701753616333,-4.203902721405029,-8.878252983093262,0.04929756745696068,"[ 3.8351938e-01  3.3381891e-01  7.6260799e-01 -3.2751910e-02
 -4.3146258e-05 -7.7858907e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.02,3,0.6293946504592896,-4.210612773895264,-9.436407089233398,0.05084839463233948,"[ 3.3532259e-01  5.3244156e-01  1.8127203e-01 -5.0779425e-02
  4.2605652e-06  8.6692045e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.03,1,0.0997089222073555,-4.882095813751221,-9.922330856323242,0.05338917672634125,"[ 3.5409486e-01  4.0769130e-01  1.0522261e-01 -5.9598729e-02
 -1.5233914e-04 -2.8043680e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.03,2,0.804081380367279,-4.205643177032471,-8.881199836730957,0.0493059903383255,"[ 3.8260087e-01  3.3328554e-01  7.6055741e-01 -3.2746021e-02
 -4.4470209e-05 -7.5262431e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.03,3,0.6279404759407043,-4.212673664093018,-9.437538146972656,0.05085336044430733,"[ 3.3446112e-01  5.3095144e-01  1.8111178e-01 -5.0749637e-02
  1.6732403e-06  8.8878523e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.040000000000001,1,0.09912960976362228,-4.88280725479126,-9.922651290893555,0.05339012295007706,"[ 3.5179153e-01  4.0524358e-01  1.0493074e-01 -5.9628807e-02
 -1.5352201e-04 -2.8165951e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.040000000000001,2,0.8022965788841248,-4.207380294799805,-8.884139060974121,0.04931439459323883,"[ 3.8167763e-01  3.3273643e-01  7.5853533e-01 -3.2688163e-02
 -4.5744349e-05 -7.3202234e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.040000000000001,3,0.6264898180961609,-4.214728832244873,-9.438667297363281,0.05085832253098488,"[ 3.3361158e-01  5.2944952e-01  1.8095392e-01 -5.0728835e-02
 -8.9799795e-07  9.8811509e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.05,1,0.09855399280786514,-4.883514404296875,-9.92297077178955,0.05339103937149048,"[ 3.4949812e-01  4.0278828e-01  1.0468472e-01 -5.9858616e-02
 -1.5470941e-04 -2.8272323e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.05,2,0.8005157709121704,-4.209113597869873,-8.887070655822754,0.049322791397571564,"[ 3.8076404e-01  3.3218989e-01  7.5651538e-01 -3.2631446e-02
 -4.6956171e-05 -7.0902584e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.05,3,0.6250426769256592,-4.216778755187988,-9.439794540405273,0.050863273441791534,"[ 3.3275899e-01  5.2798998e-01  1.8077555e-01 -5.0608624e-02
 -3.3536992e-06  9.8354800e-04]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.06,1,0.09798204898834229,-4.884217739105225,-9.92328929901123,0.0533919595181942,"[ 3.4723020e-01  4.0037107e-01  1.0442455e-01 -6.0013533e-02
 -1.5594110e-04 -2.8397877e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.06,2,0.798738956451416,-4.210843563079834,-8.889993667602539,0.04933116212487221,"[ 3.7985039e-01  3.3165106e-01  7.5449193e-01 -3.2602534e-02
 -4.8088834e-05 -6.8651335e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.06,3,0.6235989928245544,-4.218822956085205,-9.440919876098633,0.050868213176727295,"[ 3.3190808e-01  5.2651358e-01  1.8061899e-01 -5.0596315e-02
 -5.8533915e-06  1.0113420e-03]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.07,1,0.09741375595331192,-4.88491678237915,-9.923606872558594,0.053392861038446426,"[ 3.4496671e-01  3.9797887e-01  1.0418764e-01 -6.0275365e-02
 -1.5719821e-04 -2.8605809e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.07,2,0.7969661355018616,-4.2125701904296875,-8.892909049987793,0.049339525401592255,"[ 3.7893718e-01  3.3110797e-01  7.5247073e-01 -3.2563984e-02
 -4.9209142e-05 -6.6441940e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.07,3,0.6221587657928467,-4.220861434936523,-9.44204330444336,0.05087314546108246,"[ 3.3106211e-01  5.2503276e-01  1.8044594e-01 -5.0516173e-02
 -8.1872040e-06  1.0826637e-03]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.08,1,0.09684908390045166,-4.885611534118652,-9.92392349243164,0.05339374393224716,"[ 3.4272382e-01  3.9558390e-01  1.0393800e-01 -6.0476296e-02
 -1.5839784e-04 -2.8730154e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.08,2,0.7951972484588623,-4.214293003082275,-8.895816802978516,0.04934786632657051,"[ 3.7803185e-01  3.3055887e-01  7.5046885e-01 -3.2493539e-02
 -5.0284259e-05 -6.4250524e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.08,3,0.6207219958305359,-4.222894668579102,-9.443164825439453,0.050878074020147324,"[ 3.3022517e-01  5.2356929e-01  1.8028785e-01 -5.0487325e-02
 -1.0520217e-05  1.1381037e-03]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.09,1,0.09628801047801971,-4.8863019943237305,-9.924238204956055,0.05339460447430611,"[ 3.40492398e-01  3.93191308e-01  1.03643954e-01 -6.04903474e-02
 -1.59630901e-04 -2.87966151e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
11.09,2,0.793432354927063,-4.216012477874756,-8.898716926574707,0.04935620725154877,"[ 3.7712476e-01  3.3001402e-01  7.4850458e-01 -3.2417849e-02
 -5.1420422e-05 -6.2740054e-03]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
11.09,3,0.6192886829376221,-4.224922180175781,-9.444284439086914,0.05088299140334129,"[ 3.2938179e-01  5.2210087e-01  1.8011154e-01 -5.0397415e-02
 -1.2749554e-05  1.1898606e-03]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
11.1,1,0.09573052078485489,-4.886988639831543,-9.924551963806152,0.05339546501636505,"[ 3.3828026e-01  3.9084196e-01  1.0334464e-01 -6.0473837e-02
 -1.6075397e-04 -2.8926587e-02]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
