t,sim,$x$,$y$,$z$,V,control_input,state,status
1.11,1,3.4749720096588135,-0.1749989092350006,-9.536430358886719,0.048247337341308594,[ 1.0844802   2.6809072  -0.01659569  0.0168269   0.00497852  0.7361537 ],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.11,2,7.794199466705322,0.6287293434143066,0.8418624997138977,0.043632470071315765,[ 4.221589    0.9735732   0.74802047 -0.0119099   0.00620965  1.5868642 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.11,3,6.4570631980896,5.260563373565674,-7.447224140167236,0.05025852099061012,"[3.1194634e+00 2.6972206e+00 1.0751693e-01 1.6180830e-03 5.4119485e-03
 1.4092891e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.12,0,-2.184321165084839,-4.729078769683838,-5.537112712860107,0.04603690281510353,[ 1.2114877  -0.2860046   2.0064635   0.23154064  0.00499835  0.15979806],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.12,1,3.467231273651123,-0.1879756897687912,-9.536736488342285,0.04825427010655403,[ 1.0796105   2.6854043  -0.01684202  0.01668042  0.00491062  0.7110862 ],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.12,2,7.776265621185303,0.6188667416572571,0.8255720138549805,0.043615661561489105,[ 4.2232866   0.96617484  0.7481961  -0.01196243  0.00614965  1.5507357 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.12,3,6.4419379234313965,5.238805294036865,-7.449953079223633,0.05024201422929764,"[3.1211686e+00 2.6983967e+00 1.0752691e-01 1.4239068e-03 5.3760777e-03
 1.3762476e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.1300000000000001,0,-2.1787123680114746,-4.732254505157471,-5.548417091369629,0.0460602268576622,[ 1.2051107  -0.2807894   1.9893956   0.2229155   0.00489771  0.16386867],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.1300000000000001,1,3.4595017433166504,-0.20092448592185974,-9.537042617797852,0.04826105758547783,[ 1.0747867   2.6897855  -0.01708136  0.01652921  0.00484324  0.6867297 ],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.1300000000000001,2,7.758375644683838,0.6090143322944641,0.8092893362045288,0.04359899088740349,[ 4.224133    0.9588216   0.7483807  -0.01200643  0.00608952  1.5154161 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.1300000000000001,3,6.426845073699951,5.217075824737549,-7.452680587768555,0.05022541061043739,"[3.12238908e+00 2.69957280e+00 1.07498124e-01 1.26332359e-03
 5.33678010e-03 1.34382176e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.1400000000000001,0,-2.173090934753418,-4.735433101654053,-5.5597004890441895,0.04608349874615669,[ 1.19831    -0.27468848  1.972165    0.213775    0.00479884  0.16793428],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.1400000000000001,1,3.4517834186553955,-0.21384525299072266,-9.537348747253418,0.048267703503370285,[ 1.0700178   2.6940956  -0.01731002  0.01636751  0.00477638  0.663059  ],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.1400000000000001,2,7.740530014038086,0.5991719961166382,0.7930144667625427,0.04358244687318802,[ 4.224125    0.9515589   0.74839175 -0.0120193   0.00602928  1.4808785 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.1400000000000001,3,6.411784648895264,5.195374488830566,-7.45540714263916,0.050208672881126404,"[3.1231883e+00 2.7007115e+00 1.0750359e-01 1.0911473e-03 5.2981060e-03
 1.3120308e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.1500000000000001,0,-2.167456865310669,-4.738615036010742,-5.570963382720947,0.0461067259311676,[ 1.1910651  -0.26766565  1.9548179   0.20409179  0.00470138  0.17196316],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.1500000000000001,1,3.4440762996673584,-0.22673793137073517,-9.5376558303833,0.04827418923377991,[ 1.0653291   2.6982846  -0.01751999  0.01618566  0.00471012  0.6401094 ],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.1500000000000001,2,7.722728252410889,0.5893396735191345,0.7767474055290222,0.04356600344181061,[ 4.223299    0.9443641   0.7483114  -0.01201349  0.00596895  1.4471118 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.1500000000000001,3,6.396757125854492,5.173701286315918,-7.458132743835449,0.050191815942525864,"[3.1235533e+00 2.7018311e+00 1.0750441e-01 9.3003974e-04 5.2637607e-03
 1.2808421e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.16,0,-2.1618103981018066,-4.741799831390381,-5.582205295562744,0.046129897236824036,[ 1.1833559  -0.2597535   1.9373748   0.19389723  0.00460538  0.17592636],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.16,1,3.436380386352539,-0.2396024912595749,-9.537962913513184,0.048280540853738785,[ 1.0607228   2.7024302  -0.01772185  0.01599685  0.00464448  0.61783373],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.16,2,7.704970359802246,0.5795172452926636,0.7604881525039673,0.04354965314269066,[ 4.2216744   0.9372598   0.7482128  -0.0119985   0.00590883  1.4140978 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.16,3,6.3817620277404785,5.1520562171936035,-7.460856914520264,0.05017481744289398,"[3.1235454e+00 2.7029338e+00 1.0749542e-01 7.9847855e-04 5.1393718e-03
 1.2503990e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.17,0,-2.156151533126831,-4.7449870109558105,-5.5934271812438965,0.046153005212545395,[ 1.1751825  -0.25097752  1.919822    0.1832064   0.00451076  0.17983298],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.17,1,3.4286956787109375,-0.25243887305259705,-9.538269996643066,0.04828673601150513,[ 1.0562128   2.7064552  -0.0179179   0.01580537  0.00457946  0.59626454],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.17,2,7.687256813049316,0.5697047114372253,0.7442367076873779,0.04353339970111847,[ 4.219274    0.93025976  0.7479772  -0.01196097  0.00584871  1.3818171 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.17,3,6.366799354553223,5.130439281463623,-7.463580131530762,0.05015769228339195,"[3.1231654e+00 2.7040248e+00 1.0750317e-01 6.4983557e-04 5.1026065e-03
 1.2204236e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.18,0,-2.150480270385742,-4.7481770515441895,-5.604628562927246,0.046176038682460785,[ 1.1665062  -0.24128331  1.9021666   0.17197068  0.00441734  0.18366666],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.18,1,3.4210219383239746,-0.26524704694747925,-9.53857707977295,0.04829278960824013,[ 1.0518031   2.7103274  -0.01810812  0.01561181  0.00451506  0.57540256],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.18,2,7.669587135314941,0.5599019527435303,0.7279930710792542,0.043517205864191055,[ 4.216107    0.92335933  0.7477326  -0.01191703  0.00578858  1.3502581 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.18,3,6.351869583129883,5.108850479125977,-7.466301918029785,0.05014041066169739,"[3.12243724e+00 2.70508695e+00 1.07484356e-01 5.09812147e-04
 5.14721032e-03 1.19092476e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.19,0,-2.14479660987854,-4.751369953155518,-5.615809917449951,0.04619898647069931,[ 1.157309   -0.23067376  1.8843764   0.16018324  0.00432512  0.18744   ],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.19,1,3.4133594036102295,-0.2780269682407379,-9.538884162902832,0.04829871654510498,[ 1.047501    2.7141745  -0.01829054  0.01541142  0.00445126  0.5551872 ],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.19,2,7.651961803436279,0.5501089096069336,0.711757242679596,0.04350109398365021,[ 4.2122207   0.916595    0.7473602  -0.01185325  0.00572859  1.319399  ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.19,3,6.336972236633301,5.087289810180664,-7.469022750854492,0.05012299492955208,"[3.1213775e+00 2.7061770e+00 1.0747382e-01 3.8648560e-04 5.1088803e-03
 1.1621116e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.2,0,-2.1391007900238037,-4.754565238952637,-5.62697172164917,0.04622182995080948,[ 1.1476066  -0.21920188  1.8666477   0.14810424  0.0038762   0.19127446],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.2,1,3.405707836151123,-0.29077860713005066,-9.539191246032715,0.048304490745067596,[ 1.0433129   2.7178872  -0.01846629  0.01520769  0.00438812  0.53565514],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.2,2,7.634380340576172,0.5403254628181458,0.6955292224884033,0.04348502680659294,[ 4.207609    0.9099621   0.7469333  -0.01177892  0.00566875  1.2892259 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.2,3,6.322107315063477,5.065757751464844,-7.471742630004883,0.05010543391108513,"[3.1200259e+00 2.7072392e+00 1.0747245e-01 2.6410079e-04 5.0707171e-03
 1.1338872e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.21,0,-2.1333930492401123,-4.757762908935547,-5.638113498687744,0.04624459892511368,[ 1.1373549  -0.20682456  1.8488212   0.13522324  0.00379557  0.19473225],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.21,1,3.3980672359466553,-0.3035019040107727,-9.539499282836914,0.048310134559869766,[ 1.0392617   2.7214928  -0.01861996  0.01497984  0.00432565  0.5168067 ],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.21,2,7.616842746734619,0.5305516123771667,0.6793090105056763,0.04346900433301926,[ 4.2023063   0.9034789   0.74635124 -0.01168336  0.00560913  1.2597225 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.21,3,6.307275295257568,5.044253826141357,-7.474461078643799,0.05008770897984505,"[3.1183779e+00 2.7082646e+00 1.0746886e-01 1.5017026e-04 5.0277766e-03
 1.1062474e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.22,0,-2.1276731491088867,-4.760962963104248,-5.649235725402832,0.04626723378896713,[ 1.1265332  -0.19355837  1.8309903   0.12177212  0.0037156   0.19799289],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.22,1,3.390437364578247,-0.31619685888290405,-9.539807319641113,0.04831565171480179,[ 1.0353475   2.7249966  -0.01876527  0.0147464   0.00426385  0.49862295],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.22,2,7.599349021911621,0.520787239074707,0.6630966067314148,0.04345303401350975,[ 4.19633     0.8971408   0.7457146  -0.01157896  0.00554955  1.230875  ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.22,3,6.292475700378418,5.022778034210205,-7.477178573608398,0.050069838762283325,"[3.1164675e+00 2.7093365e+00 1.0746895e-01 5.4839380e-05 4.9061109e-03
 1.0792629e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.23,0,-2.121941566467285,-4.764164924621582,-5.660338878631592,0.04628975689411163,[ 1.1151574  -0.1794494   1.8131778   0.1077632   0.00363616  0.20103684],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.23,1,3.3828184604644775,-0.32886338233947754,-9.540115356445312,0.048321038484573364,[ 1.0315655   2.7283835  -0.0189085   0.01451605  0.00420271  0.48108706],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.23,2,7.581899166107178,0.5110323429107666,0.6468920111656189,0.043437082320451736,[ 4.189676    0.89097047  0.7450601  -0.01146964  0.00549017  1.2026683 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.23,3,6.277708530426025,5.001330375671387,-7.479895114898682,0.050051815807819366,"[ 3.1142919e+00  2.7103515e+00  1.0746533e-01 -4.8080816e-05
  4.8675900e-03  1.0527225e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.24,0,-2.1161980628967285,-4.767369270324707,-5.671422958374023,0.0463121235370636,[ 1.1031959  -0.16444336  1.7954593   0.09312295  0.00355727  0.20378685],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.24,1,3.3752102851867676,-0.34150147438049316,-9.540423393249512,0.04832630977034569,[ 1.027936    2.7316654  -0.0190373   0.01447601  0.00373829  0.46451157],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.24,2,7.564493179321289,0.5012868046760559,0.6306951642036438,0.04342116788029671,[ 4.1823816   0.8849769   0.7442415  -0.01134     0.00543105  1.1750854 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.24,3,6.262974262237549,4.9799113273620605,-7.48261022567749,0.050033628940582275,"[ 3.11188889e+00  2.71142983e+00  1.07461706e-01 -1.45516417e-04
  4.82885772e-03  1.02669311e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.25,0,-2.110443115234375,-4.770575046539307,-5.682487964630127,0.04633435234427452,[ 1.0906401  -0.14861372  1.7777363   0.0778854   0.00347873  0.20628624],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.25,1,3.367612838745117,-0.35411107540130615,-9.540732383728027,0.04833146184682846,[ 1.024441    2.7348301  -0.01915555  0.01422011  0.00368771  0.44824138],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.25,2,7.547131061553955,0.4915505349636078,0.6145061254501343,0.04340526834130287,[ 4.174433    0.879183    0.7433594  -0.01120115  0.00537203  1.1481122 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.25,3,6.24827241897583,4.958520412445068,-7.485324382781982,0.05001530796289444,"[ 3.1092491e+00  2.7124441e+00  1.0746494e-01 -2.4198768e-04
  4.7898977e-03  1.0012224e+00]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.26,0,-2.1046764850616455,-4.773782730102539,-5.6935343742370605,0.04635640233755112,[ 1.0774764  -0.13191758  1.7601298   0.06197411  0.00340044  0.20842528],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.26,1,3.3600261211395264,-0.3666921854019165,-9.541041374206543,0.04833650588989258,[ 1.0211055   2.7378652  -0.01926288  0.01395642  0.00363755  0.4326098 ],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.26,2,7.529812335968018,0.48182350397109985,0.5983248353004456,0.04338938742876053,[ 4.165872    0.873584    0.7424412  -0.01105663  0.00531334  1.1217362 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.26,3,6.233603000640869,4.93715763092041,-7.488037586212158,0.04999680817127228,"[ 3.10638762e+00  2.71349382e+00  1.07475035e-01 -3.37399746e-04
  4.75095958e-03  9.76252019e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.27,0,-2.098898410797119,-4.776991844177246,-5.704562187194824,0.04637827351689339,[ 1.0637051  -0.11440561  1.7425989   0.04539241  0.00332238  0.21020898],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.27,1,3.352450132369995,-0.37924474477767944,-9.541350364685059,0.04834144189953804,[ 1.0179317   2.740821   -0.0193693   0.01369717  0.00358794  0.41758475],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.27,2,7.512537479400635,0.47210565209388733,0.5821512937545776,0.04337351769208908,[ 4.156704    0.8681981   0.7414322  -0.01090299  0.0052426   1.0959542 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.27,3,6.218966007232666,4.915823459625244,-7.490749359130859,0.04997815936803818,"[ 3.1033397e+00  2.7145252e+00  1.0746686e-01 -4.1735824e-04
  4.7116848e-03  9.5180845e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.28,0,-2.093109130859375,-4.780202388763428,-5.715571403503418,0.04639993980526924,[ 1.0493084  -0.09607822  1.7251959   0.0280954   0.00324442  0.21155865],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.28,1,3.3448848724365234,-0.3917687237262726,-9.541659355163574,0.04834625497460365,[ 1.0148944   2.7436428  -0.0194708   0.01343843  0.00353887  0.40314063],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.28,2,7.495306015014648,0.46239691972732544,0.5659855008125305,0.043357640504837036,[ 4.146919    0.86302507  0.7403048  -0.01073206  0.0051874   1.0707258 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
1.28,3,6.204361438751221,4.894517421722412,-7.493460178375244,0.04995935782790184,"[ 3.1001096e+00  2.7155547e+00  1.0746414e-01 -5.1259989e-04
  4.7534457e-03  9.2774504e-01]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
1.29,0,-2.087308883666992,-4.783414363861084,-5.7265625,0.046421393752098083,[ 1.0342773  -0.07692903  1.7078453   0.01001856  0.00316648  0.21250242],"[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
1.29,1,3.3373301029205322,-0.40426409244537354,-9.54196834564209,0.048350974917411804,[ 1.0120366   2.7463264  -0.01956568  0.0131775   0.00349032  0.38931772],"[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
1.29,2,7.478117942810059,0.4526972472667694,0.5498274564743042,0.043341781944036484,[ 4.1365633   0.85810137  0.73917806 -0.01055819  0.00513772  1.0460466 ],"[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
